District,Text-Crop,Text-Water,Text-Energy,Text-Farmer,Text-Utilty,Text-Model
Subarnapur,"District has High proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is High with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 586 surface water bodies, covering 0.5% of district area.","District has 100 pumps, with 83 % of pumps being electric. The electric tariff subsidy is High. These pumps abstract 110 MCM of groundwater.",Small and Marginal farmers hold 89 % of holdings. The average area per holding is 1 ha with High fragmentation of land.,TP Western Odisha Distribution Limited (TPWODL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is A+.,No data on DISCOM feeder segregation
Sukma,"District has Low proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 20 surface water bodies, covering 0% of district area.","District has 100 pumps, with 92 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 17 MCM of groundwater.",Small and Marginal farmers hold 46 % of holdings. The average area per holding is 3.34 ha with Very High fragmentation of land.,Chhattisgarh State Power Distribution Company Limited (CSPDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Sultanpur,"District has High proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Very High with Very High irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Moderate. There are 5655 surface water bodies, covering 3% of district area.","District has 100 pumps, with 39 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 1093 MCM of groundwater.",Small and Marginal farmers hold 97 % of holdings. The average area per holding is 0.49 ha with Moderate fragmentation of land.,Madhyanchal Vidyut Vitran Nigam Limited (MVVNL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-. More than 70 % of feeder is segregated.,Both electric and diesel pumps are present.  Low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations.
Sundargarh,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 1239 surface water bodies, covering 0.1% of district area.","District has 100 pumps, with 41 % of pumps being electric. The electric tariff subsidy is High. These pumps abstract 176 MCM of groundwater.",Small and Marginal farmers hold 91 % of holdings. The average area per holding is 1.08 ha with Moderate fragmentation of land.,TP Western Odisha Distribution Limited (TPWODL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is A+.,No data on DISCOM feeder segregation
Supaul,"District has High proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is High with Moderate irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Low. There are 1129 surface water bodies, covering 1.8% of district area.","District has 100 pumps, with 0 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 335 MCM of groundwater.",Small and Marginal farmers hold 96 % of holdings. The average area per holding is 0.54 ha with Moderate fragmentation of land.,North Bihar Power Distribution Company Ltd (NBPDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C. More than 70 % of feeder is segregated.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Surajpur,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Moderate. There are 100 surface water bodies, covering 0% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 249 MCM of groundwater.",Small and Marginal farmers hold 80 % of holdings. The average area per holding is 1.26 ha with Very High fragmentation of land.,Chhattisgarh State Power Distribution Company Limited (CSPDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Surat,"District has High proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Very High with Very High irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 1345 surface water bodies, covering 0.6% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 527 MCM of groundwater.",Small and Marginal farmers hold 72 % of holdings. The average area per holding is 1.63 ha with Low fragmentation of land.,Dakshin Gujarat Vij Company Limited (DGVCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is A+. More than 70 % of feeder is segregated.,High DISCOM rating alongside feeder segregation and higher proportion of electric pumps suggests both PM-KUSUM model C (IPS and FLS) may be preferred.
Surendranagar,"District has High proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is High with Very High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Low. There are 1149 surface water bodies, covering 0.4% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 369 MCM of groundwater.",Small and Marginal farmers hold 46 % of holdings. The average area per holding is 2.79 ha with Moderate fragmentation of land.,Paschim Gujarat Vij Company Limited (PGVCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is A+. More than 70 % of feeder is segregated.,High DISCOM rating alongside feeder segregation and need for groundwater management suggests PM-KUSUM model C (IPS) may be preferred to incentivise groundwater conservation. Model C (FLS) may be promoted with appropriate innovation to incentivise groundwater conservation.
Surguja,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 1106 surface water bodies, covering 4.6% of district area.","District has 100 pumps, with 0 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 162 MCM of groundwater.",Small and Marginal farmers hold 81 % of holdings. The average area per holding is 1.21 ha with Very High fragmentation of land.,Chhattisgarh State Power Distribution Company Limited (CSPDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Tamenglong,"District has Very High proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 27 surface water bodies, covering 0% of district area.","District has 100 pumps, with 0 % of pumps being electric. The electric tariff subsidy is Low. These pumps abstract 0 MCM of groundwater.",Small and Marginal farmers hold 36 % of holdings. The average area per holding is 2.05 ha with Low fragmentation of land.,Manipur State Power Distribution Company Limited (MSPDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C. More than 70 % of feeder is segregated.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Tapi,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Moderate with Very High irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 1476 surface water bodies, covering 1.1% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 209 MCM of groundwater.",Small and Marginal farmers hold 66 % of holdings. The average area per holding is 1.96 ha with Low fragmentation of land.,Dakshin Gujarat Vij Company Limited (DGVCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is A+. More than 70 % of feeder is segregated.,High DISCOM rating alongside feeder segregation and higher proportion of electric pumps suggests both PM-KUSUM model C (IPS and FLS) may be preferred.
Tarn Taran,"District has Very High proportion of area under cultivation, supporting High cropping intensity. Irrigation coverage is Very High with High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Over-exploited. There are 735 surface water bodies, covering 0.2% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 1993 MCM of groundwater.",Small and Marginal farmers hold 0 % of holdings. The average area per holding is 3.36504060313584 ha with Low fragmentation of land.,Punjab State Power Corporation Limited (PSPCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B. More than 70 % of feeder is segregated.,High DISCOM rating alongside feeder segregation and need for groundwater management suggests PM-KUSUM model C (IPS) may be preferred to incentivise groundwater conservation. Model C (FLS) may be promoted with appropriate innovation to incentivise groundwater conservation.
Tawang,"District has Moderate proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 26 surface water bodies, covering 0% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 2 MCM of groundwater.",Small and Marginal farmers hold 95 % of holdings. The average area per holding is 0.96 ha with High fragmentation of land.,No data on DISCOM,No data on DISCOM feeder segregation
Tehri Garhwal,"District has Low proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 75 surface water bodies, covering 2.9% of district area.","District has 100 pumps, with 0 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 0 MCM of groundwater.",Small and Marginal farmers hold 95 % of holdings. The average area per holding is 0.78 ha with Very High fragmentation of land.,Uttarakhand Power Corporation Limited (UPCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-. More than 70 % of feeder is segregated.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Thane,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Low. There are 1278 surface water bodies, covering 0.2% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 1077 MCM of groundwater.",Small and Marginal farmers hold 82 % of holdings. The average area per holding is 1.25 ha with High fragmentation of land.,Maharashtra State Electricity Distribution Company Limited (MSEDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C. More than 70 % of feeder is segregated.,"Electric pump proportion is higher, with more than 80 % feeder segregation suggesting preferred PM-KUSUM  model is C.  However, low DISCOM rating may be a challenge suggesting investments are to be made to strengthen DISCOM. High groundwater development suggests PM-KUSUM (IPS) may be preferred to incentivise groundwater conservation."
Thanjavur,"District has High proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Very High with High irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Over-exploited. There are 4564 surface water bodies, covering 38.7% of district area.","District has 100 pumps, with 85 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 721 MCM of groundwater.",Small and Marginal farmers hold 93 % of holdings. The average area per holding is 0.73 ha with Moderate fragmentation of land.,Tamil Nadu Generation and Distribution Corporation Limited (TANGEDCO) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
The Dangs,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Moderate with Very High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Low. There are 1284 surface water bodies, covering 1.2% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 27 MCM of groundwater.",Small and Marginal farmers hold 28 % of holdings. The average area per holding is 4.29 ha with Low fragmentation of land.,Dakshin Gujarat Vij Company Limited (DGVCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is A+. More than 70 % of feeder is segregated.,High DISCOM rating alongside feeder segregation and need for groundwater management suggests PM-KUSUM model C (IPS) may be preferred to incentivise groundwater conservation. Model C (FLS) may be promoted with appropriate innovation to incentivise groundwater conservation.
The Nilgiris,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with High irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 98 surface water bodies, covering 0% of district area.","District has 100 pumps, with 93 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 173 MCM of groundwater.",Small and Marginal farmers hold 95 % of holdings. The average area per holding is 0.72 ha with Moderate fragmentation of land.,Tamil Nadu Generation and Distribution Corporation Limited (TANGEDCO) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Theni,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is High with High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Semi-critical. There are 1361 surface water bodies, covering 1.2% of district area.","District has 100 pumps, with 32 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 948 MCM of groundwater.",Small and Marginal farmers hold 90 % of holdings. The average area per holding is 0.89 ha with Moderate fragmentation of land.,Tamil Nadu Generation and Distribution Corporation Limited (TANGEDCO) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Thiruvallur,"District has Moderate proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Very High with High irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Moderate. There are 3758 surface water bodies, covering 2.3% of district area.","District has 100 pumps, with 97 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 8 MCM of groundwater.",Small and Marginal farmers hold 94 % of holdings. The average area per holding is 0.6 ha with High fragmentation of land.,Tamil Nadu Generation and Distribution Corporation Limited (TANGEDCO) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Thiruvananthapuram,"District has High proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Moderate. There are 2649 surface water bodies, covering 1% of district area.","District has 100 pumps, with 98 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 174 MCM of groundwater.",Small and Marginal farmers hold 99 % of holdings. The average area per holding is 0.15 ha with Low fragmentation of land.,Kerala State Electricity Board Limited (KSEBL)  is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Thiruvarur,"District has High proportion of area under cultivation, supporting High cropping intensity. Irrigation coverage is High with High irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Moderate. There are 6524 surface water bodies, covering 7.3% of district area.","District has 100 pumps, with 93 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 208 MCM of groundwater.",Small and Marginal farmers hold 88 % of holdings. The average area per holding is 0.99 ha with Moderate fragmentation of land.,Tamil Nadu Generation and Distribution Corporation Limited (TANGEDCO) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Thoothukkudi,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Very High irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 1278 surface water bodies, covering 279.5% of district area.","District has 100 pumps, with 96 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 431 MCM of groundwater.",Small and Marginal farmers hold 82 % of holdings. The average area per holding is 1.28 ha with High fragmentation of land.,Tamil Nadu Generation and Distribution Corporation Limited (TANGEDCO) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Thoubal,"District has Very High proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 372 surface water bodies, covering 0.2% of district area.","District has 100 pumps, with 0 % of pumps being electric. The electric tariff subsidy is Low. These pumps abstract 0 MCM of groundwater.",Small and Marginal farmers hold 86 % of holdings. The average area per holding is 1.02 ha with Low fragmentation of land.,Manipur State Power Distribution Company Limited (MSPDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C. More than 70 % of feeder is segregated.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Thrissur,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Moderate with Moderate irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Moderate. There are 5023 surface water bodies, covering 1% of district area.","District has 100 pumps, with 93 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 340 MCM of groundwater.",Small and Marginal farmers hold 99 % of holdings. The average area per holding is 0.17 ha with Moderate fragmentation of land.,Kerala State Electricity Board Limited (KSEBL)  is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Tikamgarh,"District has High proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Moderate with Very High irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Semi-critical. There are 1627 surface water bodies, covering 0.8% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is High. These pumps abstract 298 MCM of groundwater.",Small and Marginal farmers hold 78 % of holdings. The average area per holding is 1.62 ha with Very High fragmentation of land.,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Company Limited (MPPoKVVCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-. More than 70 % of feeder is segregated.,"Electric pump proportion is higher, with more than 80 % feeder segregation suggesting preferred PM-KUSUM  model is C.  However, low DISCOM rating may be a challenge suggesting investments are to be made to strengthen DISCOM. High groundwater development suggests PM-KUSUM (IPS) may be preferred to incentivise groundwater conservation."
Tinsukia,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Low irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 5146 surface water bodies, covering 0.1% of district area.","District has 100 pumps, with 2 % of pumps being electric. The electric tariff subsidy is Low. These pumps abstract 64 MCM of groundwater.",Small and Marginal farmers hold 82 % of holdings. The average area per holding is 1.22 ha with Moderate fragmentation of land.,Assam Power Distribution Company Limited (APDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Tirap,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Low irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 17 surface water bodies, covering 0% of district area.","District has 100 pumps, with 0 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 0 MCM of groundwater.",Small and Marginal farmers hold 63 % of holdings. The average area per holding is 10.53 ha with Moderate fragmentation of land.,No data on DISCOM,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Tiruchirappalli,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Moderate with High irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Semi-critical. There are 2875 surface water bodies, covering 11.4% of district area.","District has 100 pumps, with 87 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 140 MCM of groundwater.",Small and Marginal farmers hold 93 % of holdings. The average area per holding is 0.68 ha with High fragmentation of land.,Tamil Nadu Generation and Distribution Corporation Limited (TANGEDCO) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Tirunelveli,"District has Low proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is High with High irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 2979 surface water bodies, covering 87.1% of district area.","District has 100 pumps, with 96 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 200 MCM of groundwater.",Small and Marginal farmers hold 93 % of holdings. The average area per holding is 0.59 ha with Moderate fragmentation of land.,Tamil Nadu Generation and Distribution Corporation Limited (TANGEDCO) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Tiruppur,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is High with High irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Semi-critical. There are 776 surface water bodies, covering 0.1% of district area.","District has 100 pumps, with 96 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 533 MCM of groundwater.",Small and Marginal farmers hold 71 % of holdings. The average area per holding is 1.69 ha with High fragmentation of land.,Tamil Nadu Generation and Distribution Corporation Limited (TANGEDCO) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Tiruvannamalai,"District has Moderate proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Very High with High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Semi-critical. There are 5021 surface water bodies, covering 52.7% of district area.","District has 100 pumps, with 97 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 328 MCM of groundwater.",Small and Marginal farmers hold 95 % of holdings. The average area per holding is 0.68 ha with High fragmentation of land.,Tamil Nadu Generation and Distribution Corporation Limited (TANGEDCO) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Tonk,"District has High proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Moderate with High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Over-exploited. There are 1934 surface water bodies, covering 9% of district area.","District has 100 pumps, with 98 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 637 MCM of groundwater.",Small and Marginal farmers hold 61 % of holdings. The average area per holding is 2.45 ha with Very High fragmentation of land.,Jaipur Vidyut Vitran Nigam Limited (JVVNL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B.,High DISCOM rating alongside feeder segregation and need for groundwater management suggests PM-KUSUM model C (IPS) may be preferred to incentivise groundwater conservation. Model C (FLS) may be promoted with appropriate innovation to incentivise groundwater conservation.
Tuensang,"District has Low proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Low irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 39 surface water bodies, covering 0% of district area.","District has 100 pumps, with 0 % of pumps being electric. The electric tariff subsidy is Low. These pumps abstract 0 MCM of groundwater.",Small and Marginal farmers hold 9 % of holdings. The average area per holding is 5.33 ha with High fragmentation of land.,No data on DISCOM,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Tumkur,"District has High proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Moderate with High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Semi-critical. There are 3109 surface water bodies, covering 0.9% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 159 MCM of groundwater.",Small and Marginal farmers hold 82 % of holdings. The average area per holding is 1.24 ha with Moderate fragmentation of land.,Bangalore Electricity Supply Company Limited (BESCOM) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C. More than 70 % of feeder is segregated.,"Electric pump proportion is higher, with more than 80 % feeder segregation suggesting preferred PM-KUSUM  model is C.  However, low DISCOM rating may be a challenge suggesting investments are to be made to strengthen DISCOM. High groundwater development suggests PM-KUSUM (IPS) may be preferred to incentivise groundwater conservation."
Udaipur,"District has Low proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Moderate with Very High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Over-exploited. There are 775 surface water bodies, covering 3.3% of district area.","District has 100 pumps, with 81 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 313 MCM of groundwater.",Small and Marginal farmers hold 84 % of holdings. The average area per holding is 1.19 ha with Very High fragmentation of land.,Ajmer Vidyut Vitran Nigam Limited (AVVNL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B.,High DISCOM rating alongside feeder segregation and need for groundwater management suggests PM-KUSUM model C (IPS) may be preferred to incentivise groundwater conservation. Model C (FLS) may be promoted with appropriate innovation to incentivise groundwater conservation.
Udalguri,"District has High proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 5621 surface water bodies, covering 0.4% of district area.","District has 100 pumps, with 33 % of pumps being electric. The electric tariff subsidy is Low. These pumps abstract 61 MCM of groundwater.",Small and Marginal farmers hold 88 % of holdings. The average area per holding is 0.85 ha with Moderate fragmentation of land.,Assam Power Distribution Company Limited (APDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-.,Both electric and diesel pumps are present.  Low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations.
